id_empleado,periodo,horas_trabajadas,horas_facturables,horas_no_facturables,horas_extra,region,costo_hora,costo_laboral,tipo_costo,moneda
E004,2025-11,136,86,50,0,Europe,18.98,2581.28,Salario,USD
E004,2025-12,137,94,43,0,Europe,18.98,2600.26,Salario,USD
E005,2025-05,135,81,54,0,Europe,22.81,3079.35,Salario,USD
E005,2025-06,153,96,57,0,Europe,22.81,3489.93,Salario,USD
E005,2025-07,123,81,42,0,Europe,22.81,2805.63,Salario,USD
E005,2025-08,149,93,56,0,Europe,22.81,3398.69,Salario,USD
E005,2025-09,133,103,30,0,Europe,22.81,3033.73,Salario,USD
E005,2025-10,146,94,52,0,Europe,22.81,3330.26,Salario,USD
E005,2025-11,152,134,18,0,Europe,22.81,3467.12,Salario,USD
E005,2025-12,138,104,34,0,Europe,22.81,3147.78,Salario,USD
E006,2025-04,121,86,35,0,APAC,15.95,1929.95,Salario,USD
E006,2025-05,105,87,18,0,APAC,15.95,1674.75,Salario,USD
E006,2025-06,124,97,27,0,APAC,15.95,1977.8,Salario,USD
E006,2025-07,128,112,16,0,APAC,15.95,2041.6,Salario,USD
E006,2025-08,154,116,38,0,APAC,15.95,2456.3,Salario,USD
E006,2025-09,136,87,49,0,APAC,15.95,2169.2,Salario,USD
E006,2025-10,150,118,32,0,APAC,15.95,2392.5,Salario,USD
E006,2025-11,128,111,17,0,APAC,15.95,2041.6,Salario,USD
E006,2025-12,155,133,22,0,APAC,15.95,2472.25,Salario,USD
E007,2025-07,128,78,50,0,LATAM,41.39,5297.92,Salario,USD
E007,2025-08,154,129,25,0,LATAM,41.39,6374.06,Salario,USD
E007,2025-09,124,101,23,0,LATAM,41.39,5132.36,Salario,USD
E007,2025-10,134,80,54,0,LATAM,41.39,5546.26,Salario,USD
E007,2025-11,135,101,34,0,LATAM,41.39,5587.65,Salario,USD
E007,2025-12,107,67,40,0,LATAM,41.39,4428.73,Salario,USD
E008,2025-03,157,134,23,0,LATAM,31.59,4959.63,Salario,USD
E008,2025-04,138,116,22,0,LATAM,31.59,4359.42,Salario,USD
E008,2025-05,121,92,29,0,LATAM,31.59,3822.39,Salario,USD
E008,2025-06,145,125,20,0,LATAM,31.59,4580.55,Salario,USD
E008,2025-07,127,85,42,0,LATAM,31.59,4011.93,Salario,USD
E008,2025-08,95,77,18,0,LATAM,31.59,3001.05,Salario,USD
E008,2025-09,154,97,57,0,LATAM,31.59,4864.86,Salario,USD
E009,2025-01,126,108,18,0,Europe,34.41,4335.66,Salario,USD
E009,2025-02,163,140,23,3,Europe,34.41,5608.83,Salario,USD
E009,2025-03,90,60,30,0,Europe,34.41,3096.9,Salario,USD
E009,2025-04,162,136,26,2,Europe,34.41,5574.42,Salario,USD
E009,2025-05,156,93,63,0,Europe,34.41,5367.96,Salario,USD
E009,2025-06,133,92,41,0,Europe,34.41,4576.53,Salario,USD
E009,2025-07,127,86,41,0,Europe,34.41,4370.07,Salario,USD
E009,2025-08,132,110,22,0,Europe,34.41,4542.12,Salario,USD
E009,2025-09,109,66,43,0,Europe,34.41,3750.69,Salario,USD
E009,2025-10,121,85,36,0,Europe,34.41,4163.61,Salario,USD
E009,2025-11,124,78,46,0,Europe,34.41,4266.84,Salario,USD
E009,2025-12,148,91,57,0,Europe,34.41,5092.68,Salario,USD
E010,2025-01,136,113,23,0,North America,38.04,5173.44,Salario,USD
E010,2025-02,120,74,46,0,North America,38.04,4564.8,Salario,USD
E010,2025-03,97,83,14,0,North America,38.04,3689.88,Salario,USD
E010,2025-04,156,128,28,0,North America,38.04,5934.24,Salario,USD
E010,2025-05,108,77,31,0,North America,38.04,4108.32,Salario,USD
E010,2025-06,80,55,25,0,North America,38.04,3043.2,Salario,USD
E010,2025-07,138,93,45,0,North America,38.04,5249.52,Salario,USD
E010,2025-08,81,55,26,0,North America,38.04,3081.24,Salario,USD
E010,2025-09,161,101,60,1,North America,38.04,6124.44,Salario,USD
E010,2025-10,159,133,26,0,North America,38.04,6048.36,Salario,USD
E010,2025-11,139,118,21,0,North America,38.04,5287.56,Salario,USD
E010,2025-12,139,110,29,0,North America,38.04,5287.56,Salario,USD
E011,2025-01,136,120,16,0,Europe,28.45,3869.2,Salario,USD
E011,2025-02,108,95,13,0,Europe,28.45,3072.6,Salario,USD
E011,2025-03,139,99,40,0,Europe,28.45,3954.55,Salario,USD
E011,2025-04,122,84,38,0,Europe,28.45,3470.9,Salario,USD
E011,2025-05,125,83,42,0,Europe,28.45,3556.25,Salario,USD
E011,2025-06,136,108,28,0,Europe,28.45,3869.2,Salario,USD
E011,2025-07,134,99,35,0,Europe,28.45,3812.3,Salario,USD
E011,2025-08,133,87,46,0,Europe,28.45,3783.85,Salario,USD
E011,2025-09,87,72,15,0,Europe,28.45,2475.15,Salario,USD
E011,2025-10,164,99,65,4,Europe,28.45,4665.8,Salario,USD
E011,2025-11,131,79,52,0,Europe,28.45,3726.95,Salario,USD
E011,2025-12,147,96,51,0,Europe,28.45,4182.15,Salario,USD
E012,2025-01,133,103,30,0,Europe,14.87,1977.71,Salario,USD
E012,2025-02,139,101,38,0,Europe,14.87,2066.93,Salario,USD
E012,2025-03,121,101,20,0,Europe,14.87,1799.27,Salario,USD
E012,2025-04,132,85,47,0,Europe,14.87,1962.84,Salario,USD
E012,2025-05,137,101,36,0,Europe,14.87,2037.19,Salario,USD
E012,2025-06,130,105,25,0,Europe,14.87,1933.1,Salario,USD
E012,2025-07,150,130,20,0,Europe,14.87,2230.5,Salario,USD
E012,2025-08,138,87,51,0,Europe,14.87,2052.06,Salario,USD
E012,2025-09,133,85,48,0,Europe,14.87,1977.71,Salario,USD
E012,2025-10,139,97,42,0,Europe,14.87,2066.93,Salario,USD
E012,2025-11,137,95,42,0,Europe,14.87,2037.19,Salario,USD
E012,2025-12,120,103,17,0,Europe,14.87,1784.4,Salario,USD
E013,2025-01,92,57,35,0,Europe,29.72,2734.24,Salario,USD
E013,2025-02,121,108,13,0,Europe,29.72,3596.12,Salario,USD
E013,2025-03,137,115,22,0,Europe,29.72,4071.64,Salario,USD
E013,2025-04,91,57,34,0,Europe,29.72,2704.52,Salario,USD
E013,2025-05,122,106,16,0,Europe,29.72,3625.84,Salario,USD
E013,2025-06,128,78,50,0,Europe,29.72,3804.16,Salario,USD
E013,2025-07,137,120,17,0,Europe,29.72,4071.64,Salario,USD
E013,2025-08,164,115,49,4,Europe,29.72,4874.08,Salario,USD
E013,2025-09,151,120,31,0,Europe,29.72,4487.72,Salario,USD
E013,2025-10,125,105,20,0,Europe,29.72,3715.0,Salario,USD
E013,2025-11,122,74,48,0,Europe,29.72,3625.84,Salario,USD
E013,2025-12,93,58,35,0,Europe,29.72,2763.96,Salario,USD
E014,2025-01,102,81,21,0,Europe,31.37,3199.74,Salario,USD
E014,2025-02,138,91,47,0,Europe,31.37,4329.06,Salario,USD
E014,2025-03,148,121,27,0,Europe,31.37,4642.76,Salario,USD
E014,2025-04,163,105,58,3,Europe,31.37,5113.31,Salario,USD
E014,2025-05,98,65,33,0,Europe,31.37,3074.26,Salario,USD
E014,2025-06,153,114,39,0,Europe,31.37,4799.61,Salario,USD
E014,2025-07,98,78,20,0,Europe,31.37,3074.26,Salario,USD
E014,2025-08,94,63,31,0,Europe,31.37,2948.78,Salario,USD
E014,2025-09,139,109,30,0,Europe,31.37,4360.43,Salario,USD
E014,2025-10,139,104,35,0,Europe,31.37,4360.43,Salario,USD
E014,2025-11,138,106,32,0,Europe,31.37,4329.06,Salario,USD
E014,2025-12,121,90,31,0,Europe,31.37,3795.77,Salario,USD
E015,2025-01,146,122,24,0,APAC,36.6,5343.6,Salario,USD
E015,2025-02,138,107,31,0,APAC,36.6,5050.8,Salario,USD
E016,2025-01,156,111,45,0,LATAM,26.24,4093.44,Salario,USD
E016,2025-02,134,89,45,0,LATAM,26.24,3516.16,Salario,USD
E016,2025-03,123,107,16,0,LATAM,26.24,3227.52,Salario,USD
E016,2025-04,91,64,27,0,LATAM,26.24,2387.84,Salario,USD
E016,2025-05,124,106,18,0,LATAM,26.24,3253.76,Salario,USD
E016,2025-06,134,104,30,0,LATAM,26.24,3516.16,Salario,USD
E016,2025-07,139,108,31,0,LATAM,26.24,3647.36,Salario,USD
E016,2025-08,106,73,33,0,LATAM,26.24,2781.44,Salario,USD
E016,2025-09,122,97,25,0,LATAM,26.24,3201.28,Salario,USD
E016,2025-10,127,99,28,0,LATAM,26.24,3332.48,Salario,USD
E016,2025-11,134,89,45,0,LATAM,26.24,3516.16,Salario,USD
E016,2025-12,158,110,48,0,LATAM,26.24,4145.92,Salario,USD
E017,2025-01,131,111,20,0,APAC,16.21,2123.51,Salario,USD
E017,2025-02,139,107,32,0,APAC,16.21,2253.19,Salario,USD
E017,2025-03,164,117,47,4,APAC,16.21,2658.44,Salario,USD
E017,2025-04,134,107,27,0,APAC,16.21,2172.14,Salario,USD
E017,2025-05,136,110,26,0,APAC,16.21,2204.56,Salario,USD
E017,2025-06,134,115,19,0,APAC,16.21,2172.14,Salario,USD
E017,2025-07,139,94,45,0,APAC,16.21,2253.19,Salario,USD
E017,2025-08,84,74,10,0,APAC,16.21,1361.64,Salario,USD
E017,2025-09,102,68,34,0,APAC,16.21,1653.42,Salario,USD
E017,2025-10,106,73,33,0,APAC,16.21,1718.26,Salario,USD
E017,2025-11,133,107,26,0,APAC,16.21,2155.93,Salario,USD
E017,2025-12,137,121,16,0,APAC,16.21,2220.77,Salario,USD
E018,2025-04,81,56,25,0,APAC,21.36,1730.16,Salario,USD
E018,2025-05,151,111,40,0,APAC,21.36,3225.36,Salario,USD
E018,2025-06,137,96,41,0,APAC,21.36,2926.32,Salario,USD
E018,2025-07,132,84,48,0,APAC,21.36,2819.52,Salario,USD
E018,2025-08,152,135,17,0,APAC,21.36,3246.72,Salario,USD
E018,2025-09,87,56,31,0,APAC,21.36,1858.32,Salario,USD
E018,2025-10,134,87,47,0,APAC,21.36,2862.24,Salario,USD
E018,2025-11,130,104,26,0,APAC,21.36,2776.8,Salario,USD
E018,2025-12,136,115,21,0,APAC,21.36,2904.96,Salario,USD
E019,2025-02,161,98,63,1,APAC,23.98,3860.78,Salario,USD
E019,2025-03,158,138,20,0,APAC,23.98,3788.84,Salario,USD
E019,2025-04,135,114,21,0,APAC,23.98,3237.3,Salario,USD
E019,2025-05,128,80,48,0,APAC,23.98,3069.44,Salario,USD
E019,2025-06,137,107,30,0,APAC,23.98,3285.26,Salario,USD
E019,2025-07,120,86,34,0,APAC,23.98,2877.6,Salario,USD
E019,2025-08,153,95,58,0,APAC,23.98,3668.94,Salario,USD
E019,2025-09,130,112,18,0,APAC,23.98,3117.4,Salario,USD
E019,2025-10,133,116,17,0,APAC,23.98,3189.34,Salario,USD
E019,2025-11,121,100,21,0,APAC,23.98,2901.58,Salario,USD
E019,2025-12,138,118,20,0,APAC,23.98,3309.24,Salario,USD
E020,2025-01,126,75,51,0,Europe,33.32,4198.32,Salario,USD
E020,2025-02,131,102,29,0,Europe,33.32,4364.92,Salario,USD
E020,2025-03,138,98,40,0,Europe,33.32,4598.16,Salario,USD
E020,2025-04,136,103,33,0,Europe,33.32,4531.52,Salario,USD
E020,2025-05,125,77,48,0,Europe,33.32,4165.0,Salario,USD
E020,2025-06,133,105,28,0,Europe,33.32,4431.56,Salario,USD
E020,2025-07,128,91,37,0,Europe,33.32,4264.96,Salario,USD
E020,2025-08,160,136,24,0,Europe,33.32,5331.2,Salario,USD
E020,2025-09,156,100,56,0,Europe,33.32,5197.92,Salario,USD
E020,2025-10,134,101,33,0,Europe,33.32,4464.88,Salario,USD
E020,2025-11,135,103,32,0,Europe,33.32,4498.2,Salario,USD
E020,2025-12,131,116,15,0,Europe,33.32,4364.92,Salario,USD
E022,2025-08,102,74,28,0,LATAM,23.75,2422.5,Salario,USD
E022,2025-09,159,107,52,0,LATAM,23.75,3776.25,Salario,USD
E022,2025-10,159,104,55,0,LATAM,23.75,3776.25,Salario,USD
E022,2025-11,138,86,52,0,LATAM,23.75,3277.5,Salario,USD
E022,2025-12,135,102,33,0,LATAM,23.75,3206.25,Salario,USD
E023,2025-01,134,101,33,0,North America,44.56,5971.04,Salario,USD
E023,2025-02,129,101,28,0,North America,44.56,5748.24,Salario,USD
E023,2025-03,136,121,15,0,North America,44.56,6060.16,Salario,USD
E023,2025-04,155,98,57,0,North America,44.56,6906.8,Salario,USD
E023,2025-05,151,114,37,0,North America,44.56,6728.56,Salario,USD
E023,2025-06,136,104,32,0,North America,44.56,6060.16,Salario,USD
E023,2025-07,123,89,34,0,North America,44.56,5480.88,Salario,USD
E023,2025-08,101,77,24,0,North America,44.56,4500.56,Salario,USD
E023,2025-09,89,56,33,0,North America,44.56,3965.84,Salario,USD
E023,2025-10,101,85,16,0,North America,44.56,4500.56,Salario,USD
E023,2025-11,153,128,25,0,North America,44.56,6817.68,Salario,USD
E023,2025-12,129,112,17,0,North America,44.56,5748.24,Salario,USD
E024,2025-01,124,85,39,0,APAC,31.99,3966.76,Salario,USD
E024,2025-02,123,89,34,0,APAC,31.99,3934.77,Salario,USD
E024,2025-03,137,113,24,0,APAC,31.99,4382.63,Salario,USD
E024,2025-04,102,79,23,0,APAC,31.99,3262.98,Salario,USD
E024,2025-05,82,70,12,0,APAC,31.99,2623.18,Salario,USD
E024,2025-06,136,88,48,0,APAC,31.99,4350.64,Salario,USD
E024,2025-07,122,95,27,0,APAC,31.99,3902.78,Salario,USD
E024,2025-08,129,87,42,0,APAC,31.99,4126.71,Salario,USD
E024,2025-09,121,82,39,0,APAC,31.99,3870.79,Salario,USD
E024,2025-10,137,98,39,0,APAC,31.99,4382.63,Salario,USD
E024,2025-11,126,102,24,0,APAC,31.99,4030.74,Salario,USD
E024,2025-12,103,65,38,0,APAC,31.99,3294.97,Salario,USD
E025,2025-01,105,73,32,0,APAC,19.83,2082.15,Salario,USD
E025,2025-02,157,97,60,0,APAC,19.83,3113.31,Salario,USD
E025,2025-03,80,62,18,0,APAC,19.83,1586.4,Salario,USD
E025,2025-04,120,80,40,0,APAC,19.83,2379.6,Salario,USD
E025,2025-05,123,90,33,0,APAC,19.83,2439.09,Salario,USD
E025,2025-06,149,92,57,0,APAC,19.83,2954.67,Salario,USD
E025,2025-07,127,109,18,0,APAC,19.83,2518.41,Salario,USD
E025,2025-08,131,91,40,0,APAC,19.83,2597.73,Salario,USD
E025,2025-09,125,76,49,0,APAC,19.83,2478.75,Salario,USD
E025,2025-10,125,95,30,0,APAC,19.83,2478.75,Salario,USD
E025,2025-11,139,85,54,0,APAC,19.83,2756.37,Salario,USD
E025,2025-12,123,109,14,0,APAC,19.83,2439.09,Salario,USD
E026,2025-01,134,88,46,0,North America,15.36,2058.24,Salario,USD
E026,2025-02,135,81,54,0,North America,15.36,2073.6,Salario,USD
E026,2025-03,127,106,21,0,North America,15.36,1950.72,Salario,USD
E026,2025-04,157,99,58,0,North America,15.36,2411.52,Salario,USD
E026,2025-05,149,122,27,0,North America,15.36,2288.64,Salario,USD
E026,2025-06,120,102,18,0,North America,15.36,1843.2,Salario,USD
E026,2025-07,125,84,41,0,North America,15.36,1920.0,Salario,USD
E026,2025-08,120,93,27,0,North America,15.36,1843.2,Salario,USD
E026,2025-09,139,112,27,0,North America,15.36,2135.04,Salario,USD
E026,2025-10,80,53,27,0,North America,15.36,1228.8,Salario,USD
E026,2025-11,128,80,48,0,North America,15.36,1966.08,Salario,USD
E026,2025-12,153,115,38,0,North America,15.36,2350.08,Salario,USD
E027,2025-04,148,127,21,0,North America,17.04,2521.92,Salario,USD
E027,2025-05,101,75,26,0,North America,17.04,1721.04,Salario,USD
E027,2025-06,149,106,43,0,North America,17.04,2538.96,Salario,USD
E027,2025-07,136,86,50,0,North America,17.04,2317.44,Salario,USD
E027,2025-08,147,117,30,0,North America,17.04,2504.88,Salario,USD
E027,2025-09,133,111,22,0,North America,17.04,2266.32,Salario,USD
E027,2025-10,139,117,22,0,North America,17.04,2368.56,Salario,USD
E027,2025-11,122,79,43,0,North America,17.04,2078.88,Salario,USD
E027,2025-12,137,121,16,0,North America,17.04,2334.48,Salario,USD
E028,2025-03,129,109,20,0,North America,20.12,2595.48,Salario,USD
E028,2025-04,101,70,31,0,North America,20.12,2032.12,Salario,USD
E028,2025-05,120,93,27,0,North America,20.12,2414.4,Salario,USD
E028,2025-06,139,104,35,0,North America,20.12,2796.68,Salario,USD
E028,2025-07,132,93,39,0,North America,20.12,2655.84,Salario,USD
E028,2025-08,81,60,21,0,North America,20.12,1629.72,Salario,USD
E028,2025-09,132,100,32,0,North America,20.12,2655.84,Salario,USD
E028,2025-10,157,138,19,0,North America,20.12,3158.84,Salario,USD
E028,2025-11,150,90,60,0,North America,20.12,3018.0,Salario,USD
E028,2025-12,81,64,17,0,North America,20.12,1629.72,Salario,USD
E029,2025-01,98,75,23,0,APAC,17.3,1695.4,Salario,USD
E029,2025-02,104,64,40,0,APAC,17.3,1799.2,Salario,USD
E029,2025-03,159,142,17,0,APAC,17.3,2750.7,Salario,USD
E029,2025-04,122,75,47,0,APAC,17.3,2110.6,Salario,USD
E029,2025-05,133,83,50,0,APAC,17.3,2300.9,Salario,USD
E029,2025-06,120,90,30,0,APAC,17.3,2076.0,Salario,USD
E029,2025-07,161,107,54,1,APAC,17.3,2785.3,Salario,USD
E029,2025-08,139,110,29,0,APAC,17.3,2404.7,Salario,USD
E029,2025-09,162,103,59,2,APAC,17.3,2802.6,Salario,USD
E029,2025-10,147,104,43,0,APAC,17.3,2543.1,Salario,USD
E029,2025-11,133,86,47,0,APAC,17.3,2300.9,Salario,USD
E029,2025-12,124,74,50,0,APAC,17.3,2145.2,Salario,USD
E031,2025-06,125,84,41,0,LATAM,21.41,2676.25,Salario,USD
E031,2025-07,126,98,28,0,LATAM,21.41,2697.66,Salario,USD
E031,2025-08,137,108,29,0,LATAM,21.41,2933.17,Salario,USD
E031,2025-09,84,74,10,0,LATAM,21.41,1798.44,Salario,USD
E031,2025-10,122,82,40,0,LATAM,21.41,2612.02,Salario,USD
E031,2025-11,139,94,45,0,LATAM,21.41,2975.99,Salario,USD
E031,2025-12,109,70,39,0,LATAM,21.41,2333.69,Salario,USD
E032,2025-01,137,101,36,0,LATAM,17.72,2427.64,Salario,USD
E032,2025-02,139,119,20,0,LATAM,17.72,2463.08,Salario,USD
E032,2025-03,129,111,18,0,LATAM,17.72,2285.88,Salario,USD
E032,2025-04,161,128,33,1,LATAM,17.72,2852.92,Salario,USD
E032,2025-05,146,106,40,0,LATAM,17.72,2587.12,Salario,USD
E032,2025-06,129,113,16,0,LATAM,17.72,2285.88,Salario,USD
E032,2025-07,127,93,34,0,LATAM,17.72,2250.44,Salario,USD
E032,2025-08,121,86,35,0,LATAM,17.72,2144.12,Salario,USD
E032,2025-09,136,106,30,0,LATAM,17.72,2409.92,Salario,USD
E032,2025-10,103,89,14,0,LATAM,17.72,1825.16,Salario,USD
E032,2025-11,91,68,23,0,LATAM,17.72,1612.52,Salario,USD
E032,2025-12,132,80,52,0,LATAM,17.72,2339.04,Salario,USD
E033,2025-01,120,74,46,0,APAC,41.59,4990.8,Salario,USD
E033,2025-02,103,62,41,0,APAC,41.59,4283.77,Salario,USD
E033,2025-03,127,89,38,0,APAC,41.59,5281.93,Salario,USD
E033,2025-04,130,115,15,0,APAC,41.59,5406.7,Salario,USD
E033,2025-05,163,106,57,3,APAC,41.59,6779.17,Salario,USD
E033,2025-06,84,64,20,0,APAC,41.59,3493.56,Salario,USD
E033,2025-07,152,103,49,0,APAC,41.59,6321.68,Salario,USD
E033,2025-08,95,84,11,0,APAC,41.59,3951.05,Salario,USD
E033,2025-09,127,99,28,0,APAC,41.59,5281.93,Salario,USD
E033,2025-10,137,82,55,0,APAC,41.59,5697.83,Salario,USD
E033,2025-11,123,102,21,0,APAC,41.59,5115.57,Salario,USD
E033,2025-12,137,95,42,0,APAC,41.59,5697.83,Salario,USD
E034,2025-01,106,94,12,0,North America,14.65,1552.9,Salario,USD
E034,2025-02,135,113,22,0,North America,14.65,1977.75,Salario,USD
E034,2025-03,130,79,51,0,North America,14.65,1904.5,Salario,USD
E034,2025-04,97,64,33,0,North America,14.65,1421.05,Salario,USD
E034,2025-05,133,97,36,0,North America,14.65,1948.45,Salario,USD
E034,2025-06,139,93,46,0,North America,14.65,2036.35,Salario,USD
E034,2025-07,98,84,14,0,North America,14.65,1435.7,Salario,USD
E034,2025-08,122,97,25,0,North America,14.65,1787.3,Salario,USD
E034,2025-09,126,107,19,0,North America,14.65,1845.9,Salario,USD
E034,2025-10,162,128,34,2,North America,14.65,2373.3,Salario,USD
E034,2025-11,127,104,23,0,North America,14.65,1860.55,Salario,USD
E034,2025-12,131,80,51,0,North America,14.65,1919.15,Salario,USD
E035,2025-01,130,88,42,0,North America,29.31,3810.3,Salario,USD
E035,2025-02,132,85,47,0,North America,29.31,3868.92,Salario,USD
E035,2025-03,94,58,36,0,North America,29.31,2755.14,Salario,USD
E035,2025-04,159,119,40,0,North America,29.31,4660.29,Salario,USD
E035,2025-05,157,113,44,0,North America,29.31,4601.67,Salario,USD
E035,2025-06,120,90,30,0,North America,29.31,3517.2,Salario,USD
E035,2025-07,138,89,49,0,North America,29.31,4044.78,Salario,USD
E035,2025-08,91,71,20,0,North America,29.31,2667.21,Salario,USD
E035,2025-09,134,86,48,0,North America,29.31,3927.54,Salario,USD
E035,2025-10,127,85,42,0,North America,29.31,3722.37,Salario,USD
E035,2025-11,120,82,38,0,North America,29.31,3517.2,Salario,USD
E035,2025-12,89,70,19,0,North America,29.31,2608.59,Salario,USD
E036,2025-01,133,104,29,0,LATAM,25.54,3396.82,Salario,USD
E036,2025-02,88,62,26,0,LATAM,25.54,2247.52,Salario,USD
E036,2025-03,123,73,50,0,LATAM,25.54,3141.42,Salario,USD
E036,2025-04,131,107,24,0,LATAM,25.54,3345.74,Salario,USD
E036,2025-05,121,100,21,0,LATAM,25.54,3090.34,Salario,USD
E036,2025-06,135,87,48,0,LATAM,25.54,3447.9,Salario,USD
E036,2025-07,138,124,14,0,LATAM,25.54,3524.52,Salario,USD
E036,2025-08,123,100,23,0,LATAM,25.54,3141.42,Salario,USD
E036,2025-09,147,94,53,0,LATAM,25.54,3754.38,Salario,USD
E036,2025-10,127,82,45,0,LATAM,25.54,3243.58,Salario,USD
E036,2025-11,93,65,28,0,LATAM,25.54,2375.22,Salario,USD
E036,2025-12,139,100,39,0,LATAM,25.54,3550.06,Salario,USD
E037,2025-03,158,129,29,0,APAC,44.42,7018.36,Salario,USD
E037,2025-04,105,80,25,0,APAC,44.42,4664.1,Salario,USD
E037,2025-05,121,94,27,0,APAC,44.42,5374.82,Salario,USD
E037,2025-06,138,103,35,0,APAC,44.42,6129.96,Salario,USD
E037,2025-07,101,81,20,0,APAC,44.42,4486.42,Salario,USD
E037,2025-08,125,82,43,0,APAC,44.42,5552.5,Salario,USD
E037,2025-09,163,119,44,3,APAC,44.42,7240.46,Salario,USD
E037,2025-10,102,83,19,0,APAC,44.42,4530.84,Salario,USD
E037,2025-11,139,86,53,0,APAC,44.42,6174.38,Salario,USD
E037,2025-12,159,143,16,0,APAC,44.42,7062.78,Salario,USD
E038,2025-01,157,102,55,0,LATAM,15.7,2464.9,Salario,USD
E038,2025-02,139,116,23,0,LATAM,15.7,2182.3,Salario,USD
E038,2025-03,85,76,9,0,LATAM,15.7,1334.5,Salario,USD
E038,2025-04,126,97,29,0,LATAM,15.7,1978.2,Salario,USD
E038,2025-05,139,98,41,0,LATAM,15.7,2182.3,Salario,USD
E038,2025-06,132,106,26,0,LATAM,15.7,2072.4,Salario,USD
E038,2025-07,132,106,26,0,LATAM,15.7,2072.4,Salario,USD
E038,2025-08,163,143,20,3,LATAM,15.7,2559.1,Salario,USD
E038,2025-09,133,88,45,0,LATAM,15.7,2088.1,Salario,USD
E038,2025-10,124,92,32,0,LATAM,15.7,1946.8,Salario,USD
E038,2025-11,124,100,24,0,LATAM,15.7,1946.8,Salario,USD
E038,2025-12,126,109,17,0,LATAM,15.7,1978.2,Salario,USD
E039,2025-01,148,122,26,0,LATAM,25.13,3719.24,Salario,USD
E039,2025-02,107,68,39,0,LATAM,25.13,2688.91,Salario,USD
E039,2025-03,139,110,29,0,LATAM,25.13,3493.07,Salario,USD
E039,2025-04,156,95,61,0,LATAM,25.13,3920.28,Salario,USD
E039,2025-05,86,57,29,0,LATAM,25.13,2161.18,Salario,USD
E039,2025-06,154,104,50,0,LATAM,25.13,3870.02,Salario,USD
E039,2025-07,129,110,19,0,LATAM,25.13,3241.77,Salario,USD
E039,2025-08,128,95,33,0,LATAM,25.13,3216.64,Salario,USD
E039,2025-09,99,77,22,0,LATAM,25.13,2487.87,Salario,USD
E039,2025-10,123,85,38,0,LATAM,25.13,3090.99,Salario,USD
E039,2025-11,125,108,17,0,LATAM,25.13,3141.25,Salario,USD
E039,2025-12,103,78,25,0,LATAM,25.13,2588.39,Salario,USD
