id_empleado,periodo,horas_trabajadas,horas_facturables,horas_no_facturables,horas_extra,region,costo_hora,costo_laboral,tipo_costo,moneda,cliente,proyecto,porcentaje_asignacion,horas_cliente,costo_cliente
E003,2025-02,162,120,42,2,LATAM,22.63,3666.06,Salario,USD,Cliente D,Omega,100.0,162.0,3666.06
E003,2025-03,128,113,15,0,LATAM,22.63,2896.64,Salario,USD,Cliente D,Omega,100.0,128.0,2896.64
E003,2025-04,89,69,20,0,LATAM,22.63,2014.07,Salario,USD,Cliente D,Omega,100.0,89.0,2014.07
E003,2025-05,151,92,59,0,LATAM,22.63,3417.13,Salario,USD,Cliente D,Omega,100.0,151.0,3417.13
E003,2025-06,128,84,44,0,LATAM,22.63,2896.64,Salario,USD,Cliente D,Omega,100.0,128.0,2896.64
E003,2025-07,106,93,13,0,LATAM,22.63,2398.78,Salario,USD,Cliente D,Omega,100.0,106.0,2398.78
E003,2025-08,139,118,21,0,LATAM,22.63,3145.57,Salario,USD,Cliente D,Omega,100.0,139.0,3145.57
E003,2025-09,129,102,27,0,LATAM,22.63,2919.27,Salario,USD,Cliente D,Omega,100.0,129.0,2919.27
E003,2025-10,122,93,29,0,LATAM,22.63,2760.86,Salario,USD,Cliente D,Omega,100.0,122.0,2760.86
E003,2025-11,122,98,24,0,LATAM,22.63,2760.86,Salario,USD,Cliente D,Omega,100.0,122.0,2760.86
E003,2025-12,131,101,30,0,LATAM,22.63,2964.53,Salario,USD,Cliente D,Omega,100.0,131.0,2964.53
E004,2025-01,148,123,25,0,Europe,18.98,2809.04,Salario,USD,Cliente A,Omega,100.0,148.0,2809.04
E004,2025-02,137,103,34,0,Europe,18.98,2600.26,Salario,USD,Cliente A,Omega,100.0,137.0,2600.26
E004,2025-03,131,87,44,0,Europe,18.98,2486.38,Salario,USD,Cliente A,Omega,100.0,131.0,2486.38
E004,2025-04,89,79,10,0,Europe,18.98,1689.22,Salario,USD,Cliente A,Omega,100.0,89.0,1689.22
E004,2025-05,92,69,23,0,Europe,18.98,1746.16,Salario,USD,Cliente A,Omega,100.0,92.0,1746.16
E004,2025-06,147,91,56,0,Europe,18.98,2790.06,Salario,USD,Cliente A,Omega,100.0,147.0,2790.06
E004,2025-07,108,89,19,0,Europe,18.98,2049.84,Salario,USD,Cliente A,Omega,100.0,108.0,2049.84
E004,2025-08,131,103,28,0,Europe,18.98,2486.38,Salario,USD,Cliente A,Omega,100.0,131.0,2486.38
E004,2025-09,159,114,45,0,Europe,18.98,3017.82,Salario,USD,Cliente A,Omega,100.0,159.0,3017.82
E004,2025-10,86,65,21,0,Europe,18.98,1632.28,Salario,USD,Cliente A,Omega,100.0,86.0,1632.28
E004,2025-11,136,86,50,0,Europe,18.98,2581.28,Salario,USD,Cliente A,Omega,100.0,136.0,2581.28
E004,2025-12,137,94,43,0,Europe,18.98,2600.26,Salario,USD,Cliente A,Omega,100.0,137.0,2600.26
E005,2025-05,135,81,54,0,Europe,22.81,3079.35,Salario,USD,Cliente C,Gamma,100.0,135.0,3079.35
E005,2025-06,153,96,57,0,Europe,22.81,3489.93,Salario,USD,Cliente C,Gamma,100.0,153.0,3489.93
E005,2025-07,123,81,42,0,Europe,22.81,2805.63,Salario,USD,Cliente C,Gamma,100.0,123.0,2805.63
E005,2025-08,149,93,56,0,Europe,22.81,3398.69,Salario,USD,Cliente C,Gamma,100.0,149.0,3398.69
E005,2025-09,133,103,30,0,Europe,22.81,3033.73,Salario,USD,Cliente C,Gamma,100.0,133.0,3033.73
E005,2025-10,146,94,52,0,Europe,22.81,3330.26,Salario,USD,Cliente C,Gamma,100.0,146.0,3330.26
E005,2025-11,152,134,18,0,Europe,22.81,3467.12,Salario,USD,Cliente C,Gamma,100.0,152.0,3467.12
E005,2025-12,138,104,34,0,Europe,22.81,3147.78,Salario,USD,Cliente C,Gamma,100.0,138.0,3147.78
E006,2025-04,121,86,35,0,APAC,15.95,1929.95,Salario,USD,Cliente D,Gamma,100.0,121.0,1929.95
E006,2025-05,105,87,18,0,APAC,15.95,1674.75,Salario,USD,Cliente D,Gamma,100.0,105.0,1674.75
E006,2025-06,124,97,27,0,APAC,15.95,1977.8,Salario,USD,Cliente D,Gamma,100.0,124.0,1977.8
E006,2025-07,128,112,16,0,APAC,15.95,2041.6,Salario,USD,Cliente D,Gamma,100.0,128.0,2041.6
E006,2025-08,154,116,38,0,APAC,15.95,2456.3,Salario,USD,Cliente D,Gamma,100.0,154.0,2456.3
E006,2025-09,136,87,49,0,APAC,15.95,2169.2,Salario,USD,Cliente D,Gamma,100.0,136.0,2169.2
E006,2025-10,150,118,32,0,APAC,15.95,2392.5,Salario,USD,Cliente D,Gamma,100.0,150.0,2392.5
E006,2025-11,128,111,17,0,APAC,15.95,2041.6,Salario,USD,Cliente D,Gamma,100.0,128.0,2041.6
E006,2025-12,155,133,22,0,APAC,15.95,2472.25,Salario,USD,Cliente D,Gamma,100.0,155.0,2472.25
E007,2025-07,128,78,50,0,LATAM,41.39,5297.92,Salario,USD,Cliente D,Alpha,100.0,128.0,5297.92
E007,2025-08,154,129,25,0,LATAM,41.39,6374.06,Salario,USD,Cliente D,Alpha,100.0,154.0,6374.06
E007,2025-09,124,101,23,0,LATAM,41.39,5132.36,Salario,USD,Cliente D,Alpha,100.0,124.0,5132.36
E007,2025-10,134,80,54,0,LATAM,41.39,5546.26,Salario,USD,Cliente D,Alpha,100.0,134.0,5546.26
E007,2025-11,135,101,34,0,LATAM,41.39,5587.65,Salario,USD,Cliente D,Alpha,100.0,135.0,5587.65
E007,2025-12,107,67,40,0,LATAM,41.39,4428.73,Salario,USD,Cliente D,Alpha,100.0,107.0,4428.73
E008,2025-03,157,134,23,0,LATAM,31.59,4959.63,Salario,USD,Cliente C,Delta,100.0,157.0,4959.63
E008,2025-04,138,116,22,0,LATAM,31.59,4359.42,Salario,USD,Cliente C,Delta,100.0,138.0,4359.42
E008,2025-05,121,92,29,0,LATAM,31.59,3822.39,Salario,USD,Cliente C,Delta,100.0,121.0,3822.39
E008,2025-06,145,125,20,0,LATAM,31.59,4580.55,Salario,USD,Cliente C,Delta,100.0,145.0,4580.55
E008,2025-07,127,85,42,0,LATAM,31.59,4011.93,Salario,USD,Cliente C,Delta,100.0,127.0,4011.93
E008,2025-08,95,77,18,0,LATAM,31.59,3001.05,Salario,USD,Cliente C,Delta,100.0,95.0,3001.05
E008,2025-09,154,97,57,0,LATAM,31.59,4864.86,Salario,USD,Cliente C,Delta,100.0,154.0,4864.86
E009,2025-01,126,108,18,0,Europe,34.41,4335.66,Salario,USD,Cliente B,Gamma,6.81,8.58,295.26
E009,2025-01,126,108,18,0,Europe,34.41,4335.66,Salario,USD,Cliente D,Alpha,93.19,117.42,4040.4
E009,2025-02,163,140,23,3,Europe,34.41,5608.83,Salario,USD,Cliente B,Gamma,6.81,11.1,381.96
E009,2025-02,163,140,23,3,Europe,34.41,5608.83,Salario,USD,Cliente D,Alpha,93.19,151.9,5226.87
E009,2025-03,90,60,30,0,Europe,34.41,3096.9,Salario,USD,Cliente B,Gamma,6.81,6.13,210.9
E009,2025-03,90,60,30,0,Europe,34.41,3096.9,Salario,USD,Cliente D,Alpha,93.19,83.87,2886.0
E009,2025-04,162,136,26,2,Europe,34.41,5574.42,Salario,USD,Cliente B,Gamma,6.81,11.03,379.62
E009,2025-04,162,136,26,2,Europe,34.41,5574.42,Salario,USD,Cliente D,Alpha,93.19,150.97,5194.8
E009,2025-05,156,93,63,0,Europe,34.41,5367.96,Salario,USD,Cliente B,Gamma,6.81,10.62,365.56
E009,2025-05,156,93,63,0,Europe,34.41,5367.96,Salario,USD,Cliente D,Alpha,93.19,145.38,5002.4
E009,2025-06,133,92,41,0,Europe,34.41,4576.53,Salario,USD,Cliente B,Gamma,6.81,9.06,311.66
E009,2025-06,133,92,41,0,Europe,34.41,4576.53,Salario,USD,Cliente D,Alpha,93.19,123.94,4264.87
E009,2025-07,127,86,41,0,Europe,34.41,4370.07,Salario,USD,Cliente B,Gamma,6.81,8.65,297.6
E009,2025-07,127,86,41,0,Europe,34.41,4370.07,Salario,USD,Cliente D,Alpha,93.19,118.35,4072.47
E009,2025-08,132,110,22,0,Europe,34.41,4542.12,Salario,USD,Cliente B,Gamma,6.81,8.99,309.32
E009,2025-08,132,110,22,0,Europe,34.41,4542.12,Salario,USD,Cliente D,Alpha,93.19,123.01,4232.8
E009,2025-09,109,66,43,0,Europe,34.41,3750.69,Salario,USD,Cliente B,Gamma,6.81,7.42,255.42
E009,2025-09,109,66,43,0,Europe,34.41,3750.69,Salario,USD,Cliente D,Alpha,93.19,101.58,3495.27
E009,2025-10,121,85,36,0,Europe,34.41,4163.61,Salario,USD,Cliente B,Gamma,6.81,8.24,283.54
E009,2025-10,121,85,36,0,Europe,34.41,4163.61,Salario,USD,Cliente D,Alpha,93.19,112.76,3880.07
E009,2025-11,124,78,46,0,Europe,34.41,4266.84,Salario,USD,Cliente B,Gamma,6.81,8.44,290.57
E009,2025-11,124,78,46,0,Europe,34.41,4266.84,Salario,USD,Cliente D,Alpha,93.19,115.56,3976.27
E009,2025-12,148,91,57,0,Europe,34.41,5092.68,Salario,USD,Cliente B,Gamma,6.81,10.08,346.81
E009,2025-12,148,91,57,0,Europe,34.41,5092.68,Salario,USD,Cliente D,Alpha,93.19,137.92,4745.87
E010,2025-01,136,113,23,0,North America,38.04,5173.44,Salario,USD,Cliente C,Omega,53.86,73.25,2786.41
E010,2025-01,136,113,23,0,North America,38.04,5173.44,Salario,USD,Cliente B,Alpha,46.14,62.75,2387.03
E010,2025-02,120,74,46,0,North America,38.04,4564.8,Salario,USD,Cliente C,Omega,53.86,64.63,2458.6
E010,2025-02,120,74,46,0,North America,38.04,4564.8,Salario,USD,Cliente B,Alpha,46.14,55.37,2106.2
E010,2025-03,97,83,14,0,North America,38.04,3689.88,Salario,USD,Cliente C,Omega,53.86,52.24,1987.37
E010,2025-03,97,83,14,0,North America,38.04,3689.88,Salario,USD,Cliente B,Alpha,46.14,44.76,1702.51
E010,2025-04,156,128,28,0,North America,38.04,5934.24,Salario,USD,Cliente C,Omega,53.86,84.02,3196.18
E010,2025-04,156,128,28,0,North America,38.04,5934.24,Salario,USD,Cliente B,Alpha,46.14,71.98,2738.06
E010,2025-05,108,77,31,0,North America,38.04,4108.32,Salario,USD,Cliente C,Omega,53.86,58.17,2212.74
E010,2025-05,108,77,31,0,North America,38.04,4108.32,Salario,USD,Cliente B,Alpha,46.14,49.83,1895.58
E010,2025-06,80,55,25,0,North America,38.04,3043.2,Salario,USD,Cliente C,Omega,53.86,43.09,1639.07
E010,2025-06,80,55,25,0,North America,38.04,3043.2,Salario,USD,Cliente B,Alpha,46.14,36.91,1404.13
E010,2025-07,138,93,45,0,North America,38.04,5249.52,Salario,USD,Cliente C,Omega,53.86,74.33,2827.39
E010,2025-07,138,93,45,0,North America,38.04,5249.52,Salario,USD,Cliente B,Alpha,46.14,63.67,2422.13
E010,2025-08,81,55,26,0,North America,38.04,3081.24,Salario,USD,Cliente C,Omega,53.86,43.63,1659.56
E010,2025-08,81,55,26,0,North America,38.04,3081.24,Salario,USD,Cliente B,Alpha,46.14,37.37,1421.68
E010,2025-09,161,101,60,1,North America,38.04,6124.44,Salario,USD,Cliente C,Omega,53.86,86.71,3298.62
E010,2025-09,161,101,60,1,North America,38.04,6124.44,Salario,USD,Cliente B,Alpha,46.14,74.29,2825.82
E010,2025-10,159,133,26,0,North America,38.04,6048.36,Salario,USD,Cliente C,Omega,53.86,85.64,3257.65
E010,2025-10,159,133,26,0,North America,38.04,6048.36,Salario,USD,Cliente B,Alpha,46.14,73.36,2790.71
E010,2025-11,139,118,21,0,North America,38.04,5287.56,Salario,USD,Cliente C,Omega,53.86,74.87,2847.88
E010,2025-11,139,118,21,0,North America,38.04,5287.56,Salario,USD,Cliente B,Alpha,46.14,64.13,2439.68
E010,2025-12,139,110,29,0,North America,38.04,5287.56,Salario,USD,Cliente C,Omega,53.86,74.87,2847.88
E010,2025-12,139,110,29,0,North America,38.04,5287.56,Salario,USD,Cliente B,Alpha,46.14,64.13,2439.68
E011,2025-01,136,120,16,0,Europe,28.45,3869.2,Salario,USD,Cliente B,Beta,100.0,136.0,3869.2
E011,2025-02,108,95,13,0,Europe,28.45,3072.6,Salario,USD,Cliente B,Beta,100.0,108.0,3072.6
E011,2025-03,139,99,40,0,Europe,28.45,3954.55,Salario,USD,Cliente B,Beta,100.0,139.0,3954.55
E011,2025-04,122,84,38,0,Europe,28.45,3470.9,Salario,USD,Cliente B,Beta,100.0,122.0,3470.9
E011,2025-05,125,83,42,0,Europe,28.45,3556.25,Salario,USD,Cliente B,Beta,100.0,125.0,3556.25
E011,2025-06,136,108,28,0,Europe,28.45,3869.2,Salario,USD,Cliente B,Beta,100.0,136.0,3869.2
E011,2025-07,134,99,35,0,Europe,28.45,3812.3,Salario,USD,Cliente B,Beta,100.0,134.0,3812.3
E011,2025-08,133,87,46,0,Europe,28.45,3783.85,Salario,USD,Cliente B,Beta,100.0,133.0,3783.85
E011,2025-09,87,72,15,0,Europe,28.45,2475.15,Salario,USD,Cliente B,Beta,100.0,87.0,2475.15
E011,2025-10,164,99,65,4,Europe,28.45,4665.8,Salario,USD,Cliente B,Beta,100.0,164.0,4665.8
E011,2025-11,131,79,52,0,Europe,28.45,3726.95,Salario,USD,Cliente B,Beta,100.0,131.0,3726.95
E011,2025-12,147,96,51,0,Europe,28.45,4182.15,Salario,USD,Cliente B,Beta,100.0,147.0,4182.15
E012,2025-01,133,103,30,0,Europe,14.87,1977.71,Salario,USD,Cliente A,Beta,100.0,133.0,1977.71
E012,2025-02,139,101,38,0,Europe,14.87,2066.93,Salario,USD,Cliente A,Beta,100.0,139.0,2066.93
E012,2025-03,121,101,20,0,Europe,14.87,1799.27,Salario,USD,Cliente A,Beta,100.0,121.0,1799.27
E012,2025-04,132,85,47,0,Europe,14.87,1962.84,Salario,USD,Cliente A,Beta,100.0,132.0,1962.84
E012,2025-05,137,101,36,0,Europe,14.87,2037.19,Salario,USD,Cliente A,Beta,100.0,137.0,2037.19
E012,2025-06,130,105,25,0,Europe,14.87,1933.1,Salario,USD,Cliente A,Beta,100.0,130.0,1933.1
E012,2025-07,150,130,20,0,Europe,14.87,2230.5,Salario,USD,Cliente A,Beta,100.0,150.0,2230.5
E012,2025-08,138,87,51,0,Europe,14.87,2052.06,Salario,USD,Cliente A,Beta,100.0,138.0,2052.06
E012,2025-09,133,85,48,0,Europe,14.87,1977.71,Salario,USD,Cliente A,Beta,100.0,133.0,1977.71
E012,2025-10,139,97,42,0,Europe,14.87,2066.93,Salario,USD,Cliente A,Beta,100.0,139.0,2066.93
E012,2025-11,137,95,42,0,Europe,14.87,2037.19,Salario,USD,Cliente A,Beta,100.0,137.0,2037.19
E012,2025-12,120,103,17,0,Europe,14.87,1784.4,Salario,USD,Cliente A,Beta,100.0,120.0,1784.4
E013,2025-01,92,57,35,0,Europe,29.72,2734.24,Salario,USD,Cliente D,Beta,100.0,92.0,2734.24
E013,2025-02,121,108,13,0,Europe,29.72,3596.12,Salario,USD,Cliente D,Beta,100.0,121.0,3596.12
E013,2025-03,137,115,22,0,Europe,29.72,4071.64,Salario,USD,Cliente D,Beta,100.0,137.0,4071.64
E013,2025-04,91,57,34,0,Europe,29.72,2704.52,Salario,USD,Cliente D,Beta,100.0,91.0,2704.52
E013,2025-05,122,106,16,0,Europe,29.72,3625.84,Salario,USD,Cliente D,Beta,100.0,122.0,3625.84
E013,2025-06,128,78,50,0,Europe,29.72,3804.16,Salario,USD,Cliente D,Beta,100.0,128.0,3804.16
E013,2025-07,137,120,17,0,Europe,29.72,4071.64,Salario,USD,Cliente D,Beta,100.0,137.0,4071.64
E013,2025-08,164,115,49,4,Europe,29.72,4874.08,Salario,USD,Cliente D,Beta,100.0,164.0,4874.08
E013,2025-09,151,120,31,0,Europe,29.72,4487.72,Salario,USD,Cliente D,Beta,100.0,151.0,4487.72
E013,2025-10,125,105,20,0,Europe,29.72,3715.0,Salario,USD,Cliente D,Beta,100.0,125.0,3715.0
E013,2025-11,122,74,48,0,Europe,29.72,3625.84,Salario,USD,Cliente D,Beta,100.0,122.0,3625.84
E013,2025-12,93,58,35,0,Europe,29.72,2763.96,Salario,USD,Cliente D,Beta,100.0,93.0,2763.96
E014,2025-01,102,81,21,0,Europe,31.37,3199.74,Salario,USD,Cliente B,Gamma,100.0,102.0,3199.74
E014,2025-02,138,91,47,0,Europe,31.37,4329.06,Salario,USD,Cliente B,Gamma,100.0,138.0,4329.06
E014,2025-03,148,121,27,0,Europe,31.37,4642.76,Salario,USD,Cliente B,Gamma,100.0,148.0,4642.76
E014,2025-04,163,105,58,3,Europe,31.37,5113.31,Salario,USD,Cliente B,Gamma,100.0,163.0,5113.31
E014,2025-05,98,65,33,0,Europe,31.37,3074.26,Salario,USD,Cliente B,Gamma,100.0,98.0,3074.26
E014,2025-06,153,114,39,0,Europe,31.37,4799.61,Salario,USD,Cliente B,Gamma,100.0,153.0,4799.61
E014,2025-07,98,78,20,0,Europe,31.37,3074.26,Salario,USD,Cliente B,Gamma,100.0,98.0,3074.26
E014,2025-08,94,63,31,0,Europe,31.37,2948.78,Salario,USD,Cliente B,Gamma,100.0,94.0,2948.78
E014,2025-09,139,109,30,0,Europe,31.37,4360.43,Salario,USD,Cliente B,Gamma,100.0,139.0,4360.43
E014,2025-10,139,104,35,0,Europe,31.37,4360.43,Salario,USD,Cliente B,Gamma,100.0,139.0,4360.43
E014,2025-11,138,106,32,0,Europe,31.37,4329.06,Salario,USD,Cliente B,Gamma,100.0,138.0,4329.06
E014,2025-12,121,90,31,0,Europe,31.37,3795.77,Salario,USD,Cliente B,Gamma,100.0,121.0,3795.77
E015,2025-01,146,122,24,0,APAC,36.6,5343.6,Salario,USD,Cliente B,Beta,100.0,146.0,5343.6
E015,2025-02,138,107,31,0,APAC,36.6,5050.8,Salario,USD,Cliente B,Beta,100.0,138.0,5050.8
E016,2025-01,156,111,45,0,LATAM,26.24,4093.44,Salario,USD,Cliente D,Delta,52.96,82.62,2167.89
E016,2025-01,156,111,45,0,LATAM,26.24,4093.44,Salario,USD,Cliente B,Beta,47.04,73.38,1925.55
E016,2025-02,134,89,45,0,LATAM,26.24,3516.16,Salario,USD,Cliente D,Delta,52.96,70.97,1862.16
E016,2025-02,134,89,45,0,LATAM,26.24,3516.16,Salario,USD,Cliente B,Beta,47.04,63.03,1654.0
E016,2025-03,123,107,16,0,LATAM,26.24,3227.52,Salario,USD,Cliente D,Delta,52.96,65.14,1709.29
E016,2025-03,123,107,16,0,LATAM,26.24,3227.52,Salario,USD,Cliente B,Beta,47.04,57.86,1518.23
E016,2025-04,91,64,27,0,LATAM,26.24,2387.84,Salario,USD,Cliente D,Delta,52.96,48.19,1264.6
E016,2025-04,91,64,27,0,LATAM,26.24,2387.84,Salario,USD,Cliente B,Beta,47.04,42.81,1123.24
E016,2025-05,124,106,18,0,LATAM,26.24,3253.76,Salario,USD,Cliente D,Delta,52.96,65.67,1723.19
E016,2025-05,124,106,18,0,LATAM,26.24,3253.76,Salario,USD,Cliente B,Beta,47.04,58.33,1530.57
E016,2025-06,134,104,30,0,LATAM,26.24,3516.16,Salario,USD,Cliente D,Delta,52.96,70.97,1862.16
E016,2025-06,134,104,30,0,LATAM,26.24,3516.16,Salario,USD,Cliente B,Beta,47.04,63.03,1654.0
E016,2025-07,139,108,31,0,LATAM,26.24,3647.36,Salario,USD,Cliente D,Delta,52.96,73.61,1931.64
E016,2025-07,139,108,31,0,LATAM,26.24,3647.36,Salario,USD,Cliente B,Beta,47.04,65.39,1715.72
E016,2025-08,106,73,33,0,LATAM,26.24,2781.44,Salario,USD,Cliente D,Delta,52.96,56.14,1473.05
E016,2025-08,106,73,33,0,LATAM,26.24,2781.44,Salario,USD,Cliente B,Beta,47.04,49.86,1308.39
E016,2025-09,122,97,25,0,LATAM,26.24,3201.28,Salario,USD,Cliente D,Delta,52.96,64.61,1695.4
E016,2025-09,122,97,25,0,LATAM,26.24,3201.28,Salario,USD,Cliente B,Beta,47.04,57.39,1505.88
E016,2025-10,127,99,28,0,LATAM,26.24,3332.48,Salario,USD,Cliente D,Delta,52.96,67.26,1764.88
E016,2025-10,127,99,28,0,LATAM,26.24,3332.48,Salario,USD,Cliente B,Beta,47.04,59.74,1567.6
E016,2025-11,134,89,45,0,LATAM,26.24,3516.16,Salario,USD,Cliente D,Delta,52.96,70.97,1862.16
E016,2025-11,134,89,45,0,LATAM,26.24,3516.16,Salario,USD,Cliente B,Beta,47.04,63.03,1654.0
E016,2025-12,158,110,48,0,LATAM,26.24,4145.92,Salario,USD,Cliente D,Delta,52.96,83.68,2195.68
E016,2025-12,158,110,48,0,LATAM,26.24,4145.92,Salario,USD,Cliente B,Beta,47.04,74.32,1950.24
E017,2025-01,131,111,20,0,APAC,16.21,2123.51,Salario,USD,Cliente D,Gamma,100.0,131.0,2123.51
E017,2025-02,139,107,32,0,APAC,16.21,2253.19,Salario,USD,Cliente D,Gamma,100.0,139.0,2253.19
E017,2025-03,164,117,47,4,APAC,16.21,2658.44,Salario,USD,Cliente D,Gamma,100.0,164.0,2658.44
E017,2025-04,134,107,27,0,APAC,16.21,2172.14,Salario,USD,Cliente D,Gamma,100.0,134.0,2172.14
E017,2025-05,136,110,26,0,APAC,16.21,2204.56,Salario,USD,Cliente D,Gamma,100.0,136.0,2204.56
E017,2025-06,134,115,19,0,APAC,16.21,2172.14,Salario,USD,Cliente D,Gamma,100.0,134.0,2172.14
E017,2025-07,139,94,45,0,APAC,16.21,2253.19,Salario,USD,Cliente D,Gamma,100.0,139.0,2253.19
E017,2025-08,84,74,10,0,APAC,16.21,1361.64,Salario,USD,Cliente D,Gamma,100.0,84.0,1361.64
E017,2025-09,102,68,34,0,APAC,16.21,1653.42,Salario,USD,Cliente D,Gamma,100.0,102.0,1653.42
E017,2025-10,106,73,33,0,APAC,16.21,1718.26,Salario,USD,Cliente D,Gamma,100.0,106.0,1718.26
E017,2025-11,133,107,26,0,APAC,16.21,2155.93,Salario,USD,Cliente D,Gamma,100.0,133.0,2155.93
E017,2025-12,137,121,16,0,APAC,16.21,2220.77,Salario,USD,Cliente D,Gamma,100.0,137.0,2220.77
E018,2025-04,81,56,25,0,APAC,21.36,1730.16,Salario,USD,Cliente A,Delta,100.0,81.0,1730.16
E018,2025-05,151,111,40,0,APAC,21.36,3225.36,Salario,USD,Cliente A,Delta,100.0,151.0,3225.36
E018,2025-06,137,96,41,0,APAC,21.36,2926.32,Salario,USD,Cliente A,Delta,100.0,137.0,2926.32
E018,2025-07,132,84,48,0,APAC,21.36,2819.52,Salario,USD,Cliente A,Delta,100.0,132.0,2819.52
E018,2025-08,152,135,17,0,APAC,21.36,3246.72,Salario,USD,Cliente A,Delta,100.0,152.0,3246.72
E018,2025-09,87,56,31,0,APAC,21.36,1858.32,Salario,USD,Cliente A,Delta,100.0,87.0,1858.32
E018,2025-10,134,87,47,0,APAC,21.36,2862.24,Salario,USD,Cliente A,Delta,100.0,134.0,2862.24
E018,2025-11,130,104,26,0,APAC,21.36,2776.8,Salario,USD,Cliente A,Delta,100.0,130.0,2776.8
E018,2025-12,136,115,21,0,APAC,21.36,2904.96,Salario,USD,Cliente A,Delta,100.0,136.0,2904.96
E019,2025-02,161,98,63,1,APAC,23.98,3860.78,Salario,USD,Cliente C,Omega,12.12,19.51,467.93
E019,2025-02,161,98,63,1,APAC,23.98,3860.78,Salario,USD,Cliente A,Omega,87.88,141.49,3392.85
E019,2025-03,158,138,20,0,APAC,23.98,3788.84,Salario,USD,Cliente C,Omega,12.12,19.15,459.21
E019,2025-03,158,138,20,0,APAC,23.98,3788.84,Salario,USD,Cliente A,Omega,87.88,138.85,3329.63
E019,2025-04,135,114,21,0,APAC,23.98,3237.3,Salario,USD,Cliente C,Omega,12.12,16.36,392.36
E019,2025-04,135,114,21,0,APAC,23.98,3237.3,Salario,USD,Cliente A,Omega,87.88,118.64,2844.94
E019,2025-05,128,80,48,0,APAC,23.98,3069.44,Salario,USD,Cliente C,Omega,12.12,15.51,372.02
E019,2025-05,128,80,48,0,APAC,23.98,3069.44,Salario,USD,Cliente A,Omega,87.88,112.49,2697.42
E019,2025-06,137,107,30,0,APAC,23.98,3285.26,Salario,USD,Cliente C,Omega,12.12,16.6,398.17
E019,2025-06,137,107,30,0,APAC,23.98,3285.26,Salario,USD,Cliente A,Omega,87.88,120.4,2887.09
E019,2025-07,120,86,34,0,APAC,23.98,2877.6,Salario,USD,Cliente C,Omega,12.12,14.54,348.77
E019,2025-07,120,86,34,0,APAC,23.98,2877.6,Salario,USD,Cliente A,Omega,87.88,105.46,2528.83
E019,2025-08,153,95,58,0,APAC,23.98,3668.94,Salario,USD,Cliente C,Omega,12.12,18.54,444.68
